Case 1 - Low Confidence ( 2393 )
==================================================
HYPONYM(europe, cities)
HYPONYM(manuscripts, material)
HYPONYM(travelogues, books)
HYPONYM(genetic_engineering, techniques)
HYPONYM(atlantic_city, venues)
HYPONYM(car_bombs, explosives)
HYPONYM(children, tenants)
HYPONYM(lobbies, spaces)
HYPONYM(topography, areas)
HYPONYM(family, militants)
HYPONYM(actresses, celebrities)
HYPONYM(mali, countries)
HYPONYM(colleagues, athletes)
HYPONYM(chest_pains, symptoms)
HYPONYM(porches, bits)
HYPONYM(council_members, critics)
HYPONYM(women, causes)
HYPONYM(aid, benefits)
HYPONYM(journalists, delegates)
HYPONYM(accident, causes)
HYPONYM(chicks, fauna)
HYPONYM(shakespeare, giants)
HYPONYM(court, records)
HYPONYM(italy, subjects)
HYPONYM(phosphorus, nutrients)
HYPONYM(mosques, sites)
HYPONYM(kandinsky, artists)
HYPONYM(jewelry, memorials)
HYPONYM(france, rivals)
HYPONYM(hats, garb)
HYPONYM(elevators, structures)
HYPONYM(kierkegaard, authors)
HYPONYM(telephone_operators, workers)
HYPONYM(vioxx, anti-inflammatory_drugs)
HYPONYM(voles, animals)
HYPONYM(ivory, materials)
HYPONYM(asthma, respiratory_diseases)
HYPONYM(motor_homes, things)
HYPONYM(hasidim, orthodox_jews)
HYPONYM(north_korea, issues)
HYPONYM(deferments, dodges)
HYPONYM(dissidents, matters)
HYPONYM(humans, vertebrates)
HYPONYM(fireworks, annoyances)
HYPONYM(psychologists, professionals)
HYPONYM(acids, substances)
HYPONYM(treatments, development)
HYPONYM(campgrounds, points)
HYPONYM(bill_clinton, politicians)
HYPONYM(fraud, challenges)
HYPONYM(productivity, fields)
HYPONYM(leotards, tools)
HYPONYM(passwords, confidential_information)
HYPONYM(mexicans, latinos)
HYPONYM(gossip_columnists, students)
HYPONYM(drug_abuse, misdeeds)
HYPONYM(health, reasons)
HYPONYM(winston_churchill, subjects)
HYPONYM(refrigerators, goods)
HYPONYM(cockatoos, wildlife)
HYPONYM(jealousy, topics)
HYPONYM(memos, documents)
HYPONYM(bald_eagles, animals)
HYPONYM(women, bodies)
HYPONYM(insects, animals)
HYPONYM(hawaii, places)
HYPONYM(voice, sounds)
HYPONYM(drivers, consumers)
HYPONYM(egypt, parts)
HYPONYM(bulldozers, vehicles)
HYPONYM(physicians, health_care_providers)
HYPONYM(tax_revenue, money)
HYPONYM(libraries, locations)
HYPONYM(lettuce, crops)
HYPONYM(surface_area, attributes)
HYPONYM(humidity, climate)
HYPONYM(sailboats, emblems)
HYPONYM(perjury, charges)
HYPONYM(peanuts, food_products)
HYPONYM(psychotherapy, treatment)
HYPONYM(jeans, canvases)
HYPONYM(informers, sources)
HYPONYM(officials, figures)
HYPONYM(office_furniture, debris)
HYPONYM(language, hallmarks)
HYPONYM(nostalgia, reference)
HYPONYM(bangladesh, lands)
HYPONYM(full_term, topics)
HYPONYM(cigarettes, tobacco)
HYPONYM(hand-held_computers, items)
HYPONYM(stress, causes)
HYPONYM(teenagers, children)
HYPONYM(finland, countries)
HYPONYM(the_shiites, ethnic_group)
HYPONYM(iraqis, muslims)
HYPONYM(diamonds, future)
HYPONYM(tax_returns, proof)
HYPONYM(debussy, composers)
HYPONYM(helicopters, aircraft)
HYPONYM(lawmakers, decision_makers)
HYPONYM(hotels, foreigners)
HYPONYM(phosphates, pollutants)
HYPONYM(commanders, power_brokers)
HYPONYM(south_korea, asian_countries)
HYPONYM(galleries, art)
HYPONYM(pubs, places)
HYPONYM(praise, praise)
HYPONYM(friends, collectors)
HYPONYM(pepsi, companies)
HYPONYM(florida, parts)
HYPONYM(america, lands)
HYPONYM(springfield, towns)
HYPONYM(government_offices, institutions)
HYPONYM(el_paso, companies)
HYPONYM(boys, neighbors)
HYPONYM(ivory, goods)
HYPONYM(new_york_city, areas)
HYPONYM(brooklyn, boroughs)
HYPONYM(bulbs, equipment)
HYPONYM(science, fields)
HYPONYM(puerto_rico, lands)
HYPONYM(jonah, children)
HYPONYM(health, insurance)
HYPONYM(factories, signs)
HYPONYM(van_gogh, artists)
HYPONYM(drug_dealers, tenants)
HYPONYM(barracuda, predators)
HYPONYM(minnesota, areas)
HYPONYM(mail_fraud, offenses)
HYPONYM(refrigerators, junk)
HYPONYM(mosques, refuges)
HYPONYM(thailand, places)
HYPONYM(north_korea, nuclear_weapons)
HYPONYM(baudelaire, breton)
HYPONYM(appearances, shows)
HYPONYM(phobias, problems)
HYPONYM(willow, shrubs)
HYPONYM(synagogues, gathering_places)
HYPONYM(dioxin, contaminants)
HYPONYM(lichens, vegetation)
HYPONYM(portraits, display)
HYPONYM(restaurants, parts)
HYPONYM(egypt, african_nations)
HYPONYM(trials, competitions)
HYPONYM(ghana, countries)
HYPONYM(employment, services)
HYPONYM(musk_deer, animals)
HYPONYM(kalamazoo, cities)
HYPONYM(fraud, irregularities)
HYPONYM(child_care, programs)
HYPONYM(shaw, authors)
HYPONYM(seaports, institutions)
HYPONYM(experts, computer_experts)
HYPONYM(news, areas)
HYPONYM(cancer, types)
HYPONYM(tiaras, accessories)
HYPONYM(posters, materials)
HYPONYM(grozny, parts)
HYPONYM(druggings, mistreatment)
HYPONYM(efforts, inquiries)
HYPONYM(afghanistan, areas)
HYPONYM(hospitals, businesses)
HYPONYM(computers, prizes)
HYPONYM(henry_moore, artists)
HYPONYM(bistros, restaurants)
HYPONYM(stickers, tools)
HYPONYM(policemen, witnesses)
HYPONYM(letters, marks)
HYPONYM(imagery, kinds)
HYPONYM(composite_materials, equipment)
HYPONYM(pakistan, allies)
HYPONYM(red_man, place)
HYPONYM(students, professionals)
HYPONYM(potatoes, foods)
HYPONYM(breast_cancer, diseases)
HYPONYM(john_wilkes_booth, characters)
HYPONYM(el_salvador, nations)
HYPONYM(interrogation, intelligence)
HYPONYM(athens, cities)
HYPONYM(prostheses, contraptions)
HYPONYM(kitchen, units)
HYPONYM(newsreels, films)
HYPONYM(discovery, channels)
HYPONYM(groceries, matters)
HYPONYM(foyers, spaces)
HYPONYM(marc, kids)
HYPONYM(buddy, investors)
HYPONYM(celery, vegetables)
HYPONYM(consultants, professionals)
HYPONYM(refrigerators, household_appliances)
HYPONYM(audubon, notables)
HYPONYM(lawyers, representatives)
HYPONYM(laundry, kuwait)
HYPONYM(owls, performers)
HYPONYM(phone_calls, material)
HYPONYM(gasoline, fuel)
HYPONYM(eyeglasses, objects)
HYPONYM(gregorian_chants, works)
HYPONYM(john_dory, seafood)
HYPONYM(cd_players, devices)
HYPONYM(pennsylvania, jobs)
HYPONYM(electricity, areas)
HYPONYM(denver, papers)
HYPONYM(lee_harvey_oswald, characters)
HYPONYM(periodicals, documents)
HYPONYM(restaurants, gathering_places)
HYPONYM(puerto_ricans, latin_americans)
HYPONYM(lung, tissues)
HYPONYM(strollers, vehicles)
HYPONYM(detonators, paraphernalia)
HYPONYM(day, newspapers)
HYPONYM(venezuela, places)
HYPONYM(civilians, individuals)
HYPONYM(cards, documents)
HYPONYM(jews, refugees)
HYPONYM(speech, problems)
HYPONYM(cookies, means)
HYPONYM(mutual_funds, institutions)
HYPONYM(trailers, media)
HYPONYM(actions, actions)
HYPONYM(strollers, articles)
HYPONYM(miller, superiors)
HYPONYM(flu, respiratory_infections)
HYPONYM(radar, equipment)
HYPONYM(criticism, disciplines)
HYPONYM(neurosurgeons, specialists)
HYPONYM(romania, countries)
HYPONYM(johnson, cars)
HYPONYM(ballistics, case)
HYPONYM(ceremonies, gatherings)
HYPONYM(power_plants, sources)
HYPONYM(zydeco, music)
HYPONYM(pakistanis, drivers)
HYPONYM(doughnuts, sweets)
HYPONYM(bonuses, perks)
HYPONYM(inquiries, actions)
HYPONYM(magnets, tools)
HYPONYM(michael, businesses)
HYPONYM(panic_attacks, problems)
HYPONYM(corporations, entities)
HYPONYM(political_action_committees, organizations)
HYPONYM(edward_albee, colleagues)
HYPONYM(administrators, experts)
HYPONYM(bob_dylan, performers)
HYPONYM(britain, leaders)
HYPONYM(search_warrants, actions)
HYPONYM(air_bags, devices)
HYPONYM(scholarships, programs)
HYPONYM(edison, florida)
HYPONYM(basra, towns)
HYPONYM(lizards, wildlife)
HYPONYM(kohls, discounters)
HYPONYM(disabilities, problems)
HYPONYM(mussels, seafood)
HYPONYM(discussions, secret)
HYPONYM(legal_fees, costs)
HYPONYM(cape_town, south_africa)
HYPONYM(fertilizers, forms)
HYPONYM(restaurants, foreigners)
HYPONYM(prevention, sources)
HYPONYM(hydrochloric_acid, chemicals)
HYPONYM(actors, celebrities)
HYPONYM(indiana, states)
HYPONYM(handguns, weapons)
HYPONYM(suppliers, partners)
HYPONYM(furniture, consumer_goods)
HYPONYM(peregrines, hawks)
HYPONYM(authority, powers)
HYPONYM(return_addresses, information)
HYPONYM(uranium, material)
HYPONYM(fungi, plants)
HYPONYM(lawsuits, means)
HYPONYM(mattresses, items)
HYPONYM(valve, piece)
HYPONYM(comic_books, materials)
HYPONYM(diversity, words)
HYPONYM(admiral, customers)
HYPONYM(diarrhea, side_effects)
HYPONYM(piazza, television)
HYPONYM(ladies, magazines)
HYPONYM(iran, neighbors)
HYPONYM(common_colds, respiratory_infections)
HYPONYM(lassa_fever, diseases)
HYPONYM(routers, equipment)
HYPONYM(notebooks, devices)
HYPONYM(peter, boys)
HYPONYM(lawyers, officials)
HYPONYM(artist, works)
HYPONYM(tulips, flora)
HYPONYM(leukemia, diseases)
HYPONYM(universities, institutions)
HYPONYM(galveston, officials)
HYPONYM(needlepoint, crafts)
HYPONYM(liver_disease, ailments)
HYPONYM(meteorologists, staff_members)
HYPONYM(sprinklers, hardware)
HYPONYM(tugboats, vessels)
HYPONYM(bronchitis, infections)
HYPONYM(ferns, elements)
HYPONYM(groceries, places)
HYPONYM(money_laundering, misdeeds)
HYPONYM(children, antidepressants)
HYPONYM(victor_hugo, artists)
HYPONYM(hotels, groups)
HYPONYM(conspirators, groups)
HYPONYM(malaysia, countries)
HYPONYM(accountants, residents)
HYPONYM(memos, correspondence)
HYPONYM(palaces, buildings)
HYPONYM(britain, allies)
HYPONYM(photographers, filmmakers)
HYPONYM(the_british, settlements)
HYPONYM(barracks, buildings)
HYPONYM(unions, organizations)
HYPONYM(day, streets)
HYPONYM(oranges, vegetables)
HYPONYM(bookstores, places)
HYPONYM(shopping_malls, places)
HYPONYM(sabra, lebanon)
HYPONYM(luxor, nevada)
HYPONYM(lawyers, consultants)
HYPONYM(astors, millionaires)
HYPONYM(scripts, pieces)
HYPONYM(israel, allies)
HYPONYM(infectious_diseases, fields)
HYPONYM(green_tea, stuff)
HYPONYM(j._d._salinger, artists)
HYPONYM(muscular_dystrophy, illnesses)
HYPONYM(machinery, industries)
HYPONYM(families, visitors)
HYPONYM(haiti, hot_spots)
HYPONYM(bonus, things)
HYPONYM(chopin, chopin)
HYPONYM(cubans, latinos)
HYPONYM(venice, cities)
HYPONYM(mexicans, person)
HYPONYM(transparencies, types)
HYPONYM(bonus, compensation)
HYPONYM(russia, rivals)
HYPONYM(khrushchev, leaders)
HYPONYM(restaurateurs, customers)
HYPONYM(movies, material)
HYPONYM(t_cells, types)
HYPONYM(benzene, chemicals)
HYPONYM(hungary, nations)
HYPONYM(australia, destinations)
HYPONYM(synthesizers, ways)
HYPONYM(steelworkers, retirees)
HYPONYM(paralysis, disabilities)
HYPONYM(equipment, support)
HYPONYM(gibbons, composers)
HYPONYM(team, teams)
HYPONYM(sodium_cyanide, chemicals)
HYPONYM(guangzhou, cities)
HYPONYM(memorabilia, items)
HYPONYM(grandchildren, relatives)
HYPONYM(collier, magazines)
HYPONYM(uzi, semiautomatic_firearms)
HYPONYM(computers, hardware)
HYPONYM(hotels, development)
HYPONYM(lesotho, sub-saharan_africa)
HYPONYM(information, labels)
HYPONYM(actors, performers)
HYPONYM(tax_shelters, issues)
HYPONYM(guardians, advocates)
HYPONYM(call_waiting, services)
HYPONYM(arkansas, states)
HYPONYM(isolation, procedures)
HYPONYM(burglaries, crimes)
HYPONYM(airplanes, places)
HYPONYM(medications, treatment)
HYPONYM(religious_schools, private_schools)
HYPONYM(critics, members)
HYPONYM(pineapples, fruit)
HYPONYM(spy_satellites, means)
HYPONYM(lithographs, prints)
HYPONYM(enzymes, agents)
HYPONYM(san_francisco, locations)
HYPONYM(opposition, interests)
HYPONYM(los_angeles, states)
HYPONYM(sparrows, birds)
HYPONYM(amelia_earhart, pilots)
HYPONYM(farmers, residents)
HYPONYM(controllers, elected_officials)
HYPONYM(wednesday, days)
HYPONYM(porterhouse, meat)
HYPONYM(carriages, vehicles)
HYPONYM(water_pumps, items)
HYPONYM(bluegrass, styles)
HYPONYM(example, organizations)
HYPONYM(bank_statements, proof)
HYPONYM(nuclear_reactors, items)
HYPONYM(frills, features)
HYPONYM(farmers, producers)
HYPONYM(cosmologists, members)
HYPONYM(los_angeles, sports)
HYPONYM(tom_hanks, film_stars)
HYPONYM(women, customers)
HYPONYM(trenton, new_jersey)
HYPONYM(sydney, places)
HYPONYM(algae, vegetation)
HYPONYM(vacuum_cleaners, equipment)
HYPONYM(developers, members)
HYPONYM(coffee, services)
HYPONYM(philadelphia, urban_areas)
HYPONYM(power_lines, equipment)
HYPONYM(schiller, places)
HYPONYM(asparagus, crops)
HYPONYM(manholes, equipment)
HYPONYM(dental_care, rights)
HYPONYM(movie_stars, denizens)
HYPONYM(willow_trees, plants)
HYPONYM(violence, problems)
HYPONYM(britain, places)
HYPONYM(pittsburgh, cities)
HYPONYM(spain, members)
HYPONYM(jacobi, hospitals)
HYPONYM(knees, joints)
HYPONYM(britain, european_nations)
HYPONYM(jewelry, crafts)
HYPONYM(gyms, areas)
HYPONYM(iraq, home)
HYPONYM(transducers, devices)
HYPONYM(heart_attacks, ailments)
HYPONYM(kickbacks, payoffs)
HYPONYM(dorothea_lange, photographers)
HYPONYM(errors, forms)
HYPONYM(nathan_hale, rebels)
HYPONYM(santa_claus, log_cabins)
HYPONYM(prodigies, types)
HYPONYM(manuscripts, documents)
HYPONYM(teenagers, supporters)
HYPONYM(relatives, artists)
HYPONYM(commissions, support)
HYPONYM(electrodes, hardware)
HYPONYM(el_salvador, countries)
HYPONYM(herbs, supplements)
HYPONYM(windows, portals)
HYPONYM(aspirin, anti-inflammatories)
HYPONYM(soda, carbohydrates)
HYPONYM(camembert, snacks)
HYPONYM(toasters, goods)
HYPONYM(north_korea, states)
HYPONYM(trailers, signs)
HYPONYM(richard_m._nixon, figures)
HYPONYM(americans, expatriates)
HYPONYM(macadamia_nut, tarts)
HYPONYM(appetite, problems)
HYPONYM(aunts, relatives)
HYPONYM(syphilis, ailments)
HYPONYM(querulousness, expressions)
HYPONYM(linens, crafts)
HYPONYM(immigrants, students)
HYPONYM(petty_larceny, charges)
HYPONYM(sculptors, artists)
HYPONYM(universities, forums)
HYPONYM(mealworms, matters)
HYPONYM(terrorism, sabotage)
HYPONYM(times_square, locations)
HYPONYM(carnivals, festivities)
HYPONYM(martina_navratilova, supporters)
HYPONYM(tourmalines, stones)
HYPONYM(extortion, offenses)
HYPONYM(plaids, patterns)
HYPONYM(josef_hoffmann, craftsman)
HYPONYM(rhinos, mammals)
HYPONYM(accent_marks, symbols)
HYPONYM(helicopters, vehicles)
HYPONYM(iran, centers)
HYPONYM(universities, educational_institutions)
HYPONYM(tallow, products)
HYPONYM(communications, purposes)
HYPONYM(lilith, characters)
HYPONYM(government_agencies, organizations)
HYPONYM(data, uses)
HYPONYM(memory, parts)
HYPONYM(prostitution, rackets)
HYPONYM(police_chiefs, opponents)
HYPONYM(breeders, new_york)
HYPONYM(anarchists, radicals)
HYPONYM(goodwill, items)
HYPONYM(joint_ventures, arrangements)
HYPONYM(actors, filmmakers)
HYPONYM(south_dakota, places)
HYPONYM(sport_utility_vehicles, vehicles)
HYPONYM(lobbyists, groups)
HYPONYM(asbestos, contaminants)
HYPONYM(viagra, prescription_drugs)
HYPONYM(x-ray_machines, products)
HYPONYM(somalia, hot_spots)
HYPONYM(commercials, advertising)
HYPONYM(bangladesh, iraq)
HYPONYM(demolition, work)
HYPONYM(posters, keepsakes)
HYPONYM(animation, art)
HYPONYM(permafrost, changes)
HYPONYM(senators, diplomats)
HYPONYM(computers, types)
HYPONYM(lungs, organs)
HYPONYM(sudan, nations)
HYPONYM(linden, new_jersey)
HYPONYM(toilets, utilities)
HYPONYM(height, characteristics)
HYPONYM(ralph_waldo_emerson, intellectuals)
HYPONYM(residents, retirees)
HYPONYM(thomas, starters)
HYPONYM(handbags, goods)
HYPONYM(criticism, statements)
HYPONYM(philadelphia, states)
HYPONYM(soy, supplements)
HYPONYM(growth_hormone, substances)
HYPONYM(antibiotics, culprits)
HYPONYM(labor_leaders, council_members)
HYPONYM(sexual_desire, facts)
HYPONYM(calfskin, skins)
HYPONYM(steve_martin, customers)
HYPONYM(car_bombs, weapons)
HYPONYM(blouses, items)
HYPONYM(touchstone, brand_names)
HYPONYM(body_parts, items)
HYPONYM(painters, worthies)
HYPONYM(minorities, base)
HYPONYM(photos, display)
HYPONYM(shavers, appliances)
HYPONYM(triglycerides, substances)
HYPONYM(kitchen_utensils, travelers)
HYPONYM(bananas, produce)
HYPONYM(seminars, programs)
HYPONYM(firewalls, tools)
HYPONYM(rome, cities)
HYPONYM(basil, spices)
HYPONYM(bronze_stars, valor)
HYPONYM(army, dictatorship)
HYPONYM(critics, guardians)
HYPONYM(pesticides, neurotoxins)
HYPONYM(accountants, representatives)
HYPONYM(sleeping_pills, medications)
HYPONYM(lentils, vegetables)
HYPONYM(kashmir, regions)
HYPONYM(bill_clinton, supporters)
HYPONYM(wall_street, parts)
HYPONYM(cookies, sources)
HYPONYM(television_programs, video)
HYPONYM(shipbuilders, interests)
HYPONYM(heart_valves, tissues)
HYPONYM(contracts, benefits)
HYPONYM(partnerships, themes)
HYPONYM(compensation, issues)
HYPONYM(congo, countries)
HYPONYM(municipalities, organizations)
HYPONYM(beta_blockers, medications)
HYPONYM(food_stamps, assistance)
HYPONYM(streets, services)
HYPONYM(patois, places)
HYPONYM(vegetables, groceries)
HYPONYM(malaria, illnesses)
HYPONYM(john_updike, artists)
HYPONYM(cardiologists, doctors)
HYPONYM(barracudas, fish)
HYPONYM(airlines, sectors)
HYPONYM(linens, clothes)
HYPONYM(timber, future)
HYPONYM(hospitals, charities)
HYPONYM(lovers, riders)
HYPONYM(looters, criminals)
HYPONYM(pasta, carbohydrates)
HYPONYM(idaho, states)
HYPONYM(squid, food)
HYPONYM(kuwait, countries)
HYPONYM(birthday, information)
HYPONYM(plumbing, repairs)
HYPONYM(worcester, towns)
HYPONYM(knees, parts)
HYPONYM(germany, partners)
HYPONYM(nanotechnology, zoology)
HYPONYM(feet, legs)
HYPONYM(nerve_gas, weapons)
HYPONYM(hertz, companies)
HYPONYM(performances, activities)
HYPONYM(events, attractions)
HYPONYM(physical_therapy, treatment)
HYPONYM(central_park, parks)
HYPONYM(pheasant, birds)
HYPONYM(descriptions, targets)
HYPONYM(kingston, towns)
HYPONYM(heart_disease, death)
HYPONYM(acupuncture, treatments)
HYPONYM(forgery, charges)
HYPONYM(tortoises, wildlife)
HYPONYM(aloe, tea)
HYPONYM(prescription_medicine, products)
HYPONYM(terrain, construction)
HYPONYM(toxins, weapons)
HYPONYM(painters, filmmakers)
HYPONYM(pollution, harms)
HYPONYM(art, subjects)
HYPONYM(polar_bears, targets)
HYPONYM(diabetes, health_problems)
HYPONYM(las_vegas, sites)
HYPONYM(poems, sayings)
HYPONYM(electronic_devices, measures)
HYPONYM(pakistan, nuclear_weapons)
HYPONYM(thursday, parts)
HYPONYM(employers, clients)
HYPONYM(egypt, nations)
HYPONYM(government_buildings, places)
HYPONYM(poems, writings)
HYPONYM(mole, dishes)
HYPONYM(murderers, deviants)
HYPONYM(computers, gadgets)
HYPONYM(rhapsody, services)
HYPONYM(drug_addicts, deviants)
HYPONYM(cuba, hot_spots)
HYPONYM(robert_lowell, poets)
HYPONYM(detoxification, treatments)
HYPONYM(rugs, flooring)
HYPONYM(embezzlement, charges)
HYPONYM(cigarettes, products)
HYPONYM(violations, infractions)
HYPONYM(members, visitors)
HYPONYM(weasels, creatures)
HYPONYM(necklaces, items)
HYPONYM(brazil, mexico)
HYPONYM(commentary, features)
HYPONYM(officials, investigators)
HYPONYM(planets, objects)
HYPONYM(washington, markets)
HYPONYM(infertility, diseases)
HYPONYM(mink, furs)
HYPONYM(death, injury)
HYPONYM(tea_bags, products)
HYPONYM(hospitals, companies)
HYPONYM(children, bodies)
HYPONYM(ethanol, products)
HYPONYM(laundry, iraq)
HYPONYM(jeans, apparel)
HYPONYM(knitwear, basics)
HYPONYM(bookstore, shops)
HYPONYM(collagen, materials)
HYPONYM(registration, logistic_assistance)
HYPONYM(pollsters, scholars)
HYPONYM(recreation, uses)
HYPONYM(students, researchers)
HYPONYM(lingerie, products)
HYPONYM(titians, masters)
HYPONYM(pomposity, traits)
HYPONYM(thefts, abuses)
HYPONYM(ski_resorts, vacation_spots)
HYPONYM(baltimore, maryland)
HYPONYM(furniture, pieces)
HYPONYM(payments, restrictions)
HYPONYM(theater, programs)
HYPONYM(simone_weil, women)
HYPONYM(beer, alcohol)
HYPONYM(bell_towers, exterior)
HYPONYM(television_sets, junk)
HYPONYM(service, services)
HYPONYM(peasant, restaurants)
HYPONYM(kreisler, players)
HYPONYM(new_york, rights)
HYPONYM(old_age, benefits)
HYPONYM(affirmative_action, policies)
HYPONYM(lead_poisoning, problems)
HYPONYM(democrats, witnesses)
HYPONYM(oxford, universities)
HYPONYM(belarus, countries)
HYPONYM(t-shirts, souvenirs)
HYPONYM(songs, content)
HYPONYM(resignations, factors)
HYPONYM(infantry, troops)
HYPONYM(complaints, difficulties)
HYPONYM(landmarks, new_york_city)
HYPONYM(hysteria, nervous_disorders)
HYPONYM(linux, sources)
HYPONYM(criminals, prisoners)
HYPONYM(lawyers, associates)
HYPONYM(vouvrays, wines)
HYPONYM(security_guards, raiders)
HYPONYM(wineries, producers)
HYPONYM(aaron, kosher)
HYPONYM(clemens, players)
HYPONYM(wet_nurses, mothers)
HYPONYM(senegal, african_countries)
HYPONYM(resources, autism)
HYPONYM(beer, product)
HYPONYM(survivors, guests)
